"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux","GenFlux","GenConc"
2000-01-01,13.1376430080098,54786,1,1,2000.00079690346,1801,2000,1,2.56697558177305,NA,NA,2.05688697068993,0.712697875649748,10.0886684277938,11451.5704135181,14.3271517045498,44396.5744453922,11078.090935771,9.75963839265303
2000-01-02,13.1219971380121,54787,1,2,2000.0035291439,1801,2000,2,2.56578395296458,NA,NA,2.05333327284598,0.713301385087392,10.05843367057,11403.6541492122,14.3676473136246,45270.9430616721,11819.4052320413,10.4251410992053
2000-01-03,13.5996556879398,54788,1,3,2000.00626138434,1801,2000,3,2.60153843550626,NA,NA,2.05729090767637,0.714427360259897,10.1088344442696,11877.9841021063,13.51936597851,36501.6751890496,10595.0930783157,9.01702182202174
2000-01-04,14.1970051578493,54789,1,4,2000.00899362477,1801,2000,4,2.64452499813494,NA,NA,2.06318558981022,0.715630662965862,10.1790529583889,12485.842619236,12.9545708862828,31598.0898905648,12689.0003313002,10.3446767911625
2000-01-05,15.3846725076694,54790,1,5,2000.01172586521,1801,2000,5,2.7248656822261,NA,NA,2.07763556448527,0.7173108418826,10.339102805887,13743.1046037627,12.6126079421727,28616.9016652595,13799.6297818612,10.3816273768869
2000-01-06,17.2325264973894,54791,1,6,2000.01445810565,1801,2000,6,2.83829263356495,NA,NA,2.10035641299345,0.719376372936521,10.5847099988214,15759.4719330897,13.4918226855994,42379.6484773284,16582.3245145714,11.1373716605664
2000-01-07,19.2237734370878,54792,1,7,2000.01719034608,1801,2000,7,2.9476416730928,15.0000467349123,NA,2.14109068215745,0.72298099993478,11.0809180115101,18404.6737531577,12.7480118772524,33349.9665951828,18674.9788107086,11.2436608137455
2000-01-08,19.0752523471103,54793,1,8,2000.01992258652,1801,2000,8,2.93988576643731,15.841092162165,NA,2.13676486344441,0.72323106744543,11.0342222619228,18185.5216022642,11.8478400877555,23193.6196183689,18903.3144343137,11.4697492608219
2000-01-09,19.235567647086,54794,1,9,2000.02265482696,1801,2000,9,2.94825500707282,16.7070619872566,NA,2.13944839770273,0.723986340327121,11.0729822208657,18402.7765159678,13.0402704068612,42131.312858699,18850.8503994458,11.3425890457424
2000-01-10,19.6414845570245,54795,1,10,2000.0253870674,1801,2000,10,2.96913784866085,17.56286981367,NA,2.14787019938063,0.725117075857305,11.1814217066083,18975.14396144,13.4383038141112,49849.979344794,20343.6981628024,11.9878652142244
2000-01-11,20.3895334869111,54796,1,11,2000.02811930783,1801,2000,11,3.0065156649685,18.4400237887544,NA,2.16411791797197,0.726728187292342,11.3846586663539,20055.848755508,13.1147354770111,39362.4665726203,18968.5105517466,10.7674335139499
2000-01-12,21.2107444667867,54797,1,12,2000.03085154827,1801,2000,12,3.04600182790995,19.2652702642665,NA,2.18188352929555,0.728371957151649,11.6058386314851,21268.9564590406,12.9506234242025,33510.2346528154,19893.8747893678,10.855497353855
2000-01-13,22.0790274166552,54798,1,13,2000.03358378871,1801,2000,13,3.086122132428,19.9517632959792,NA,2.20051905551507,0.730002595967869,11.8370683725873,22580.7226961338,12.9851525997445,32013.706370557,23233.5218033514,12.1792729941879
2000-01-14,20.4805894168973,54799,1,14,2000.03631602914,1801,2000,14,3.01097154002709,20.1297876947479,NA,2.16465546915962,0.72826568395173,11.4079723355207,20186.6685825417,12.9363278690699,31228.5681308566,18884.9611199093,10.6723461145852
2000-01-15,19.288429697078,54800,1,15,2000.03904826958,1801,2000,15,2.95099937872758,20.1599836583327,NA,2.13506674619164,0.727022250453968,11.0556794913011,18424.5145880879,13.3980073165662,35224.7374740438,18914.9503247216,11.3499667730299
2000-01-16,18.2758731372314,54801,1,16,2000.04178051002,1801,2000,16,2.89707574232959,20.0240456683142,NA,2.10758773446808,0.725997165677007,10.7295935338565,16942.408436634,12.7992952756631,30417.6242089595,6316.14175622716,4
2000-01-17,17.1944485973952,54802,1,17,2000.04451275046,1801,2000,17,2.83608053590508,19.6774300042259,NA,2.08081134817891,0.725242865556766,10.4256824920714,15488.397651112,12.1862737965189,25746.4499943106,6714.41929946897,4.51966725750188
