"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux","GenFlux","GenConc"
2000-01-01,13.1376430080098,54786,1,1,2000.00079690346,1801,2000,1,2.56697558177305,NA,NA,-0.0690488659752626,0.422750913058536,1.02094568601032,1158.86764397127,1.17743544502805,3031.72440331365,1111.20300752404,0.978953828519763
2000-01-02,13.1219971380121,54787,1,2,2000.0035291439,1801,2000,2,2.56578395296458,NA,NA,-0.0655792821505358,0.422403189760281,1.02448760931382,1161.50314844259,1.18387159658612,3064.93162819128,1130.10607315212,0.996794258118938
2000-01-03,13.5996556879398,54788,1,3,2000.00626138434,1801,2000,3,2.60153843550626,NA,NA,-0.0561271099460839,0.422993530392195,1.03471604230191,1215.80195703209,1.16882092977985,2729.86087002415,1252.29489181354,1.06577358817165
2000-01-04,14.1970051578493,54789,1,4,2000.00899362477,1801,2000,4,2.64452499813494,NA,NA,-0.0454302376045763,0.42384552475126,1.04642639421775,1283.56884714405,1.15489024728865,2503.58839683092,1296.9285344545,1.05731784694447
2000-01-05,15.3846725076694,54790,1,5,2000.01172586521,1801,2000,5,2.7248656822261,NA,NA,-0.0285331062273978,0.425806610379062,1.06525342667609,1415.97288925208,1.15041305346072,2374.62412261155,1412.71335492188,1.06280123981505
2000-01-06,17.2325264973894,54791,1,6,2000.01445810565,1801,2000,6,2.83829263356495,NA,NA,-0.00603478743639132,0.428865939128864,1.09064100717887,1623.84480478218,1.16597757928401,2781.38902061581,1685.1111196329,1.13178998591017
2000-01-07,19.2237734370878,54792,1,7,2000.01719034608,1801,2000,7,2.9476416730928,15.0000467349123,NA,0.0213055455151568,0.434852860833706,1.1249085989823,1868.39896702471,1.15479323054837,2470.53574222391,1963.04822520533,1.18189416057476
2000-01-08,19.0752523471103,54793,1,8,2000.01992258652,1801,2000,8,2.93988576643731,15.841092162165,NA,0.0237103065326004,0.434434066438355,1.12745206829262,1858.15578631275,1.14109990231379,2099.53478021839,1889.76843124443,1.14663331357623
2000-01-09,19.235567647086,54794,1,9,2000.02265482696,1801,2000,9,2.94825500707282,16.7070619872566,NA,0.0298056105052164,0.435024801477351,1.13482354489787,1886.0234456496,1.1617524697304,2660.14022362385,1920.34468755154,1.15547469506798
2000-01-10,19.6414845570245,54795,1,10,2000.0253870674,1801,2000,10,2.96913784866085,17.56286981367,NA,0.0388800146339748,0.436444328397595,1.14616191244492,1945.06457787101,1.16781336519777,2776.439266563,1887.08080217494,1.11199400049039
2000-01-11,20.3895334869111,54796,1,11,2000.02811930783,1801,2000,11,3.0065156649685,18.4400237887544,NA,0.0519822868763355,0.438996109274249,1.16292233999892,2048.66876108894,1.18204703657824,2715.20253780896,2100.86547740124,1.19255169181365
2000-01-12,21.2107444667867,54797,1,12,2000.03085154827,1801,2000,12,3.04600182790995,19.2652702642665,NA,0.0657988248409448,0.44177119990706,1.18075727116551,2163.86560131772,1.20208070715275,2658.50903873768,2257.01829425924,1.23158793248402
2000-01-13,22.0790274166552,54798,1,13,2000.03358378871,1801,2000,13,3.086122132428,19.9517632959792,NA,0.0799894688421587,0.444676218700225,1.19922003678792,2287.66568292082,1.21505297937215,2661.33634785658,2266.75296064496,1.18825735296388
2000-01-14,20.4805894168973,54799,1,14,2000.03631602914,1801,2000,14,3.01097154002709,20.1297876947479,NA,0.066105712986858,0.439697664494729,1.17993237654941,2087.91739098539,1.21929001754441,2645.21810227562,2198.57319780464,1.24246663661303
2000-01-15,19.288429697078,54800,1,15,2000.03904826958,1801,2000,15,2.95099937872758,20.1599836583327,NA,0.055571386617444,0.435620333591,1.16495124498429,1941.41492836441,1.23812221484008,2848.85971579885,1857.67641629253,1.11470372578269
2000-01-16,18.2758731372314,54801,1,16,2000.04178051002,1801,2000,16,2.89707574232959,20.0240456683142,NA,0.0462212185844771,0.431842801867648,1.15139823440473,1818.09861659248,1.22378408035791,2606.54328868131,1083.79250532388,0.686363636
2000-01-17,17.1944485973952,54802,1,17,2000.04451275046,1801,2000,17,2.83608053590508,19.6774300042259,NA,0.0366289042628648,0.428215045985664,1.13799997900576,1690.61317714236,1.20653829987118,2359.57255076173,1075.80478675348,0.724154905032224
2000-01-18,16.278141847534,54803,1,18,2000.04724499089,1801,2000,18,2.78131717707888,19.0950631052835,NA,0.030905998656472,0.425958415675628,1.13062954170567,1590.15295211592,1.19607175064787,2195.11583039311,1084.79378634238,0.771309388738619
2000-01-19,15.5420113776455,54804,1,19,2000.04997723133,1801,2000,19,2.73504072899278,18.2921032319314,NA,0.0265822792786362,0.423943681509781,1.12485364475821,1510.48697572957,1.20112553462387,2333.90292102772,1075.5546137349,0.800961244178791
2000-01-20,15.017365507725,54805,1,20,2000.05270947177,1801,2000,20,2.70070119214672,17.2918389642573,NA,0.024294788553344,0.422341519568825,1.12148092501935,1455.12192622669,1.19634726083201,2325.4395888802,1083.81394060956,0.835309150907752
2000-01-21,14.4179702178158,54806,1,21,2000.0554417122,1801,2000,21,2.65996932050304,16.4330862468995,NA,0.0208010220988871,0.420395638355237,1.11654897255017,1390.89915356785,1.18619775503977,2109.02792546457,1074.49473308021,0.862554260065381
2000-01-22,13.8847069578966,54807,1,22,2000.05817395264,1801,2000,22,2.62228197574321,15.6676643337396,NA,0.0177784765038692,0.418503984482004,1.11211684665438,1334.13838721879,1.18341985495479,2069.94140098592,1096.25745517165,0.913823030539116
2000-01-23,13.486208117957,54808,1,23,2000.06090619308,1801,2000,23,2.59316150248997,14.9892219451497,NA,0.016232858989271,0.416924925427921,1.10944602525841,1292.73580733257,1.17554750095586,1930.12184802081,1093.58347008424,0.938530384392099
2000-01-24,13.1127092880135,54809,1,24,2000.06363843352,1801,2000,24,2.56507589469735,14.411055214175,NA,0.0129916385476478,0.415340031350039,1.10493186031454,1251.81938310064,1.16999910345957,1834.67886121359,1082.12653251191,0.955150638187537
2000-01-25,12.8301661880563,54810,1,25,2000.06637067395,1801,2000,25,2.54329309177475,13.9226592965477,NA,0.00829619907388276,0.413995050578317,1.09904188399186,1218.31689766321,1.19773843012647,2184.41108310723,1077.02683394787,0.971584325032549
2000-01-26,12.5299464081018,54811,1,26,2000.06910291439,1801,2000,26,2.51961545195997,13.4960088848171,NA,0.00322708377198847,0.412504930171852,1.09267105515151,1182.91188350009,1.24809137620628,4398.31807508124,1061.56578254077,0.980582087221441
2000-01-27,12.2558444181433,54812,1,27,2000.07183515483,1801,2000,27,2.49749687872356,13.1048472990657,NA,-0.00158626122961315,0.411035051215806,1.08660693793521,1150.61347368078,1.2146949477761,2813.2768968091,1056.27431086262,0.997515691237663
2000-01-28,12.0148451981798,54813,1,28,2000.07456739526,1801,2000,28,2.4776369452068,12.7644514943819,NA,-0.00621324265540999,0.409635457479601,1.08087746626962,1122.04011762118,1.19473151453361,2325.8908674123,1065.82193362196,1.02672167689537
2000-01-29,11.8056546682116,54814,1,29,2000.0772996357,1801,2000,29,2.46007258600603,12.4699596675545,NA,-0.0113416903109852,0.408363078671743,1.07503600374583,1096.54592971255,1.17558863449861,1991.67755769445,1084.39415639042,1.06312260050693
2000-01-30,11.6276111782385,54815,1,30,2000.08003187614,1801,2000,30,2.44487650388156,12.206694712253,15.7842130693857,-0.0158619471902181,0.407191254247856,1.06986946664506,1074.81826105501,1.16672411843904,1877.49839999759,1086.25888615998,1.08125741558735
